store_id,product_id,product_name,category,forecast_date,forecast_units
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-02,32.1
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-03,35.9
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-04,33.1
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-05,28.8
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-06,23.2
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-07,23.6
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-08,24.2
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-09,24.6
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-10,27.1
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-11,32.0
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-12,26.6
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-13,26.8
S01,P05,Notebook A4 (Pack of 5),Stationery,2026-01-14,26.6
S01,P06,LED Bulb 9W,Home,2026-01-01,34.4
S01,P06,LED Bulb 9W,Home,2026-01-02,42.3
S01,P06,LED Bulb 9W,Home,2026-01-03,46.9
S01,P06,LED Bulb 9W,Home,2026-01-04,45.4
S01,P06,LED Bulb 9W,Home,2026-01-05,39.0
S01,P06,LED Bulb 9W,Home,2026-01-06,39.4
S01,P06,LED Bulb 9W,Home,2026-01-07,36.7
S01,P06,LED Bulb 9W,Home,2026-01-08,36.0
S01,P06,LED Bulb 9W,Home,2026-01-09,35.7
S01,P06,LED Bulb 9W,Home,2026-01-10,41.6
S01,P06,LED Bulb 9W,Home,2026-01-11,42.8
S01,P06,LED Bulb 9W,Home,2026-01-12,32.2
S01,P06,LED Bulb 9W,Home,2026-01-13,32.8
S01,P06,LED Bulb 9W,Home,2026-01-14,33.3
S01,P07,Biscuits Family Pack,Snacks,2026-01-01,92.5
S01,P07,Biscuits Family Pack,Snacks,2026-01-02,84.1
S01,P07,Biscuits Family Pack,Snacks,2026-01-03,115.4
S01,P07,Biscuits Family Pack,Snacks,2026-01-04,106.9
S01,P07,Biscuits Family Pack,Snacks,2026-01-05,81.0
S01,P07,Biscuits Family Pack,Snacks,2026-01-06,72.6
S01,P07,Biscuits Family Pack,Snacks,2026-01-07,59.6
S01,P07,Biscuits Family Pack,Snacks,2026-01-08,74.7
S01,P07,Biscuits Family Pack,Snacks,2026-01-09,80.0
S01,P07,Biscuits Family Pack,Snacks,2026-01-10,81.3
S01,P07,Biscuits Family Pack,Snacks,2026-01-11,89.4
S01,P07,Biscuits Family Pack,Snacks,2026-01-12,74.9
S01,P07,Biscuits Family Pack,Snacks,2026-01-13,73.6
S01,P07,Biscuits Family Pack,Snacks,2026-01-14,70.9
S01,P08,Detergent Powder 1kg,Home,2026-01-01,57.6
S01,P08,Detergent Powder 1kg,Home,2026-01-02,56.3
S01,P08,Detergent Powder 1kg,Home,2026-01-03,76.9
S01,P08,Detergent Powder 1kg,Home,2026-01-04,70.4
S01,P08,Detergent Powder 1kg,Home,2026-01-05,46.9
S01,P08,Detergent Powder 1kg,Home,2026-01-06,46.6
S01,P08,Detergent Powder 1kg,Home,2026-01-07,46.5
S01,P08,Detergent Powder 1kg,Home,2026-01-08,47.2
S01,P08,Detergent Powder 1kg,Home,2026-01-09,48.2
S01,P08,Detergent Powder 1kg,Home,2026-01-10,59.4
S01,P08,Detergent Powder 1kg,Home,2026-01-11,52.2
S01,P08,Detergent Powder 1kg,Home,2026-01-12,40.0
S01,P08,Detergent Powder 1kg,Home,2026-01-13,41.8
S01,P08,Detergent Powder 1kg,Home,2026-01-14,43.6
S02,P01,Instant Coffee 200g,Beverages,2026-01-01,75.2
S02,P01,Instant Coffee 200g,Beverages,2026-01-02,76.7
S02,P01,Instant Coffee 200g,Beverages,2026-01-03,99.2
S02,P01,Instant Coffee 200g,Beverages,2026-01-04,86.7
S02,P01,Instant Coffee 200g,Beverages,2026-01-05,70.7
S02,P01,Instant Coffee 200g,Beverages,2026-01-06,77.4
S02,P01,Instant Coffee 200g,Beverages,2026-01-07,62.7
S02,P01,Instant Coffee 200g,Beverages,2026-01-08,56.4
S02,P01,Instant Coffee 200g,Beverages,2026-01-09,57.8
S02,P01,Instant Coffee 200g,Beverages,2026-01-10,74.5
S02,P01,Instant Coffee 200g,Beverages,2026-01-11,75.2
S02,P01,Instant Coffee 200g,Beverages,2026-01-12,58.3
S02,P01,Instant Coffee 200g,Beverages,2026-01-13,53.9
S02,P01,Instant Coffee 200g,Beverages,2026-01-14,52.1
S02,P02,Basmati Rice 5kg,Staples,2026-01-01,88.6
S02,P02,Basmati Rice 5kg,Staples,2026-01-02,89.4
S02,P02,Basmati Rice 5kg,Staples,2026-01-03,95.9
S02,P02,Basmati Rice 5kg,Staples,2026-01-04,100.7
S02,P02,Basmati Rice 5kg,Staples,2026-01-05,68.6
S02,P02,Basmati Rice 5kg,Staples,2026-01-06,73.3
S02,P02,Basmati Rice 5kg,Staples,2026-01-07,74.9
S02,P02,Basmati Rice 5kg,Staples,2026-01-08,79.7
S02,P02,Basmati Rice 5kg,Staples,2026-01-09,77.2
S02,P02,Basmati Rice 5kg,Staples,2026-01-10,99.3
S02,P02,Basmati Rice 5kg,Staples,2026-01-11,99.6
S02,P02,Basmati Rice 5kg,Staples,2026-01-12,75.6
S02,P02,Basmati Rice 5kg,Staples,2026-01-13,75.9
S02,P02,Basmati Rice 5kg,Staples,2026-01-14,80.9
S02,P03,Toothpaste 150g,Personal Care,2026-01-01,52.7
S02,P03,Toothpaste 150g,Personal Care,2026-01-02,56.3
S02,P03,Toothpaste 150g,Personal Care,2026-01-03,62.4
S02,P03,Toothpaste 150g,Personal Care,2026-01-04,70.7
S02,P03,Toothpaste 150g,Personal Care,2026-01-05,47.5
S02,P03,Toothpaste 150g,Personal Care,2026-01-06,49.9
S02,P03,Toothpaste 150g,Personal Care,2026-01-07,41.8
S02,P03,Toothpaste 150g,Personal Care,2026-01-08,45.4
S02,P03,Toothpaste 150g,Personal Care,2026-01-09,48.2
S02,P03,Toothpaste 150g,Personal Care,2026-01-10,54.3
S02,P03,Toothpaste 150g,Personal Care,2026-01-11,57.4
S02,P03,Toothpaste 150g,Personal Care,2026-01-12,42.1
S02,P03,Toothpaste 150g,Personal Care,2026-01-13,43.6
S02,P03,Toothpaste 150g,Personal Care,2026-01-14,41.4
S02,P04,Cooking Oil 1L,Staples,2026-01-01,74.4
S02,P04,Cooking Oil 1L,Staples,2026-01-02,73.8
S02,P04,Cooking Oil 1L,Staples,2026-01-03,85.8
S02,P04,Cooking Oil 1L,Staples,2026-01-04,92.6
S02,P04,Cooking Oil 1L,Staples,2026-01-05,51.7
S02,P04,Cooking Oil 1L,Staples,2026-01-06,52.4
S02,P04,Cooking Oil 1L,Staples,2026-01-07,48.8
S02,P04,Cooking Oil 1L,Staples,2026-01-08,58.4
S02,P04,Cooking Oil 1L,Staples,2026-01-09,60.0
S02,P04,Cooking Oil 1L,Staples,2026-01-10,64.8
S02,P04,Cooking Oil 1L,Staples,2026-01-11,78.1
S02,P04,Cooking Oil 1L,Staples,2026-01-12,54.6
S02,P04,Cooking Oil 1L,Staples,2026-01-13,54.6
S02,P04,Cooking Oil 1L,Staples,2026-01-14,54.3
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-01,28.4
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-02,27.5
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-03,36.8
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-04,32.4
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-05,28.8
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-06,30.8
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-07,27.8
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-08,24.7
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-09,24.2
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-10,32.5
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-11,31.2
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-12,23.8
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-13,25.9
S02,P05,Notebook A4 (Pack of 5),Stationery,2026-01-14,23.7
S02,P06,LED Bulb 9W,Home,2026-01-01,30.5
S02,P06,LED Bulb 9W,Home,2026-01-02,29.0
S02,P06,LED Bulb 9W,Home,2026-01-03,37.9
S02,P06,LED Bulb 9W,Home,2026-01-04,40.6
S02,P06,LED Bulb 9W,Home,2026-01-05,30.0
S02,P06,LED Bulb 9W,Home,2026-01-06,30.2
S02,P06,LED Bulb 9W,Home,2026-01-07,30.1
S02,P06,LED Bulb 9W,Home,2026-01-08,29.3
S02,P06,LED Bulb 9W,Home,2026-01-09,29.3
S02,P06,LED Bulb 9W,Home,2026-01-10,34.0
S02,P06,LED Bulb 9W,Home,2026-01-11,34.1
S02,P06,LED Bulb 9W,Home,2026-01-12,28.2
S02,P06,LED Bulb 9W,Home,2026-01-13,28.5
S02,P06,LED Bulb 9W,Home,2026-01-14,28.5
S02,P07,Biscuits Family Pack,Snacks,2026-01-01,87.1
S02,P07,Biscuits Family Pack,Snacks,2026-01-02,88.0
S02,P07,Biscuits Family Pack,Snacks,2026-01-03,98.5
S02,P07,Biscuits Family Pack,Snacks,2026-01-04,95.9
S02,P07,Biscuits Family Pack,Snacks,2026-01-05,87.9
S02,P07,Biscuits Family Pack,Snacks,2026-01-06,84.2
S02,P07,Biscuits Family Pack,Snacks,2026-01-07,84.4
S02,P07,Biscuits Family Pack,Snacks,2026-01-08,87.1
S02,P07,Biscuits Family Pack,Snacks,2026-01-09,83.6
S02,P07,Biscuits Family Pack,Snacks,2026-01-10,86.5
S02,P07,Biscuits Family Pack,Snacks,2026-01-11,95.8
S02,P07,Biscuits Family Pack,Snacks,2026-01-12,83.6
S02,P07,Biscuits Family Pack,Snacks,2026-01-13,77.6
S02,P07,Biscuits Family Pack,Snacks,2026-01-14,71.0
S02,P08,Detergent Powder 1kg,Home,2026-01-01,43.7
S02,P08,Detergent Powder 1kg,Home,2026-01-02,44.8
S02,P08,Detergent Powder 1kg,Home,2026-01-03,49.6
S02,P08,Detergent Powder 1kg,Home,2026-01-04,36.2
S02,P08,Detergent Powder 1kg,Home,2026-01-05,29.6
S02,P08,Detergent Powder 1kg,Home,2026-01-06,35.0
S02,P08,Detergent Powder 1kg,Home,2026-01-07,31.9
S02,P08,Detergent Powder 1kg,Home,2026-01-08,34.4
S02,P08,Detergent Powder 1kg,Home,2026-01-09,38.5
S02,P08,Detergent Powder 1kg,Home,2026-01-10,33.9
S02,P08,Detergent Powder 1kg,Home,2026-01-11,36.3
S02,P08,Detergent Powder 1kg,Home,2026-01-12,36.8
S02,P08,Detergent Powder 1kg,Home,2026-01-13,34.7
S02,P08,Detergent Powder 1kg,Home,2026-01-14,36.3
S03,P01,Instant Coffee 200g,Beverages,2026-01-01,76.3
S03,P01,Instant Coffee 200g,Beverages,2026-01-02,72.2
S03,P01,Instant Coffee 200g,Beverages,2026-01-03,87.6
S03,P01,Instant Coffee 200g,Beverages,2026-01-04,75.9
S03,P01,Instant Coffee 200g,Beverages,2026-01-05,49.5
S03,P01,Instant Coffee 200g,Beverages,2026-01-06,50.6
S03,P01,Instant Coffee 200g,Beverages,2026-01-07,44.3
S03,P01,Instant Coffee 200g,Beverages,2026-01-08,54.1
S03,P01,Instant Coffee 200g,Beverages,2026-01-09,47.8
S03,P01,Instant Coffee 200g,Beverages,2026-01-10,63.7
S03,P01,Instant Coffee 200g,Beverages,2026-01-11,69.9
S03,P01,Instant Coffee 200g,Beverages,2026-01-12,50.2
S03,P01,Instant Coffee 200g,Beverages,2026-01-13,49.7
S03,P01,Instant Coffee 200g,Beverages,2026-01-14,52.5
S03,P02,Basmati Rice 5kg,Staples,2026-01-01,66.1
S03,P02,Basmati Rice 5kg,Staples,2026-01-02,78.9
S03,P02,Basmati Rice 5kg,Staples,2026-01-03,97.0
S03,P02,Basmati Rice 5kg,Staples,2026-01-04,80.8
S03,P02,Basmati Rice 5kg,Staples,2026-01-05,54.9
S03,P02,Basmati Rice 5kg,Staples,2026-01-06,67.0
S03,P02,Basmati Rice 5kg,Staples,2026-01-07,63.4
S03,P02,Basmati Rice 5kg,Staples,2026-01-08,62.6
S03,P02,Basmati Rice 5kg,Staples,2026-01-09,64.3
S03,P02,Basmati Rice 5kg,Staples,2026-01-10,61.7
S03,P02,Basmati Rice 5kg,Staples,2026-01-11,80.7
S03,P02,Basmati Rice 5kg,Staples,2026-01-12,58.0
S03,P02,Basmati Rice 5kg,Staples,2026-01-13,58.3
S03,P02,Basmati Rice 5kg,Staples,2026-01-14,56.5
S03,P03,Toothpaste 150g,Personal Care,2026-01-01,44.4
S03,P03,Toothpaste 150g,Personal Care,2026-01-02,40.3
S03,P03,Toothpaste 150g,Personal Care,2026-01-03,54.9
S03,P03,Toothpaste 150g,Personal Care,2026-01-04,54.9
S03,P03,Toothpaste 150g,Personal Care,2026-01-05,38.5
S03,P03,Toothpaste 150g,Personal Care,2026-01-06,36.8
S03,P03,Toothpaste 150g,Personal Care,2026-01-07,38.0
S03,P03,Toothpaste 150g,Personal Care,2026-01-08,37.2
S03,P03,Toothpaste 150g,Personal Care,2026-01-09,39.5
S03,P03,Toothpaste 150g,Personal Care,2026-01-10,47.4
S03,P03,Toothpaste 150g,Personal Care,2026-01-11,46.0
S03,P03,Toothpaste 150g,Personal Care,2026-01-12,36.1
S03,P03,Toothpaste 150g,Personal Care,2026-01-13,37.2
S03,P03,Toothpaste 150g,Personal Care,2026-01-14,37.7
S03,P04,Cooking Oil 1L,Staples,2026-01-01,40.7
S03,P04,Cooking Oil 1L,Staples,2026-01-02,40.3
S03,P04,Cooking Oil 1L,Staples,2026-01-03,56.4
S03,P04,Cooking Oil 1L,Staples,2026-01-04,51.5
S03,P04,Cooking Oil 1L,Staples,2026-01-05,37.9
S03,P04,Cooking Oil 1L,Staples,2026-01-06,58.2
S03,P04,Cooking Oil 1L,Staples,2026-01-07,49.9
S03,P04,Cooking Oil 1L,Staples,2026-01-08,56.6
S03,P04,Cooking Oil 1L,Staples,2026-01-09,57.2
S03,P04,Cooking Oil 1L,Staples,2026-01-10,68.2
S03,P04,Cooking Oil 1L,Staples,2026-01-11,67.8
S03,P04,Cooking Oil 1L,Staples,2026-01-12,56.0
S03,P04,Cooking Oil 1L,Staples,2026-01-13,55.8
S03,P04,Cooking Oil 1L,Staples,2026-01-14,52.5
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-01,13.6
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-02,22.3
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-03,29.4
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-04,27.3
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-05,23.0
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-06,22.3
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-07,21.2
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-08,21.1
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-09,20.8
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-10,24.5
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-11,22.7
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-12,20.0
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-13,20.1
S03,P05,Notebook A4 (Pack of 5),Stationery,2026-01-14,19.4
S03,P06,LED Bulb 9W,Home,2026-01-01,37.5
S03,P06,LED Bulb 9W,Home,2026-01-02,33.5
S03,P06,LED Bulb 9W,Home,2026-01-03,48.5
S03,P06,LED Bulb 9W,Home,2026-01-04,46.4
S03,P06,LED Bulb 9W,Home,2026-01-05,37.6
S03,P06,LED Bulb 9W,Home,2026-01-06,36.7
S03,P06,LED Bulb 9W,Home,2026-01-07,35.5
S03,P06,LED Bulb 9W,Home,2026-01-08,29.5
S03,P06,LED Bulb 9W,Home,2026-01-09,28.1
S03,P06,LED Bulb 9W,Home,2026-01-10,36.2
S03,P06,LED Bulb 9W,Home,2026-01-11,33.6
S03,P06,LED Bulb 9W,Home,2026-01-12,24.7
S03,P06,LED Bulb 9W,Home,2026-01-13,25.1
S03,P06,LED Bulb 9W,Home,2026-01-14,25.9
S03,P07,Biscuits Family Pack,Snacks,2026-01-01,73.8
S03,P07,Biscuits Family Pack,Snacks,2026-01-02,72.6
S03,P07,Biscuits Family Pack,Snacks,2026-01-03,87.4
S03,P07,Biscuits Family Pack,Snacks,2026-01-04,82.0
S03,P07,Biscuits Family Pack,Snacks,2026-01-05,68.0
S03,P07,Biscuits Family Pack,Snacks,2026-01-06,62.4
S03,P07,Biscuits Family Pack,Snacks,2026-01-07,61.3
S03,P07,Biscuits Family Pack,Snacks,2026-01-08,71.1
S03,P07,Biscuits Family Pack,Snacks,2026-01-09,63.7
S03,P07,Biscuits Family Pack,Snacks,2026-01-10,75.4
S03,P07,Biscuits Family Pack,Snacks,2026-01-11,74.7
S03,P07,Biscuits Family Pack,Snacks,2026-01-12,58.5
S03,P07,Biscuits Family Pack,Snacks,2026-01-13,60.9
S03,P07,Biscuits Family Pack,Snacks,2026-01-14,61.3
S03,P08,Detergent Powder 1kg,Home,2026-01-01,36.7
S03,P08,Detergent Powder 1kg,Home,2026-01-02,43.3
S03,P08,Detergent Powder 1kg,Home,2026-01-03,50.8
S03,P08,Detergent Powder 1kg,Home,2026-01-04,50.8
S03,P08,Detergent Powder 1kg,Home,2026-01-05,31.1
S03,P08,Detergent Powder 1kg,Home,2026-01-06,31.2
S03,P08,Detergent Powder 1kg,Home,2026-01-07,34.6
S03,P08,Detergent Powder 1kg,Home,2026-01-08,32.1
S03,P08,Detergent Powder 1kg,Home,2026-01-09,31.5
S03,P08,Detergent Powder 1kg,Home,2026-01-10,39.8
S03,P08,Detergent Powder 1kg,Home,2026-01-11,42.5
S03,P08,Detergent Powder 1kg,Home,2026-01-12,31.6
S03,P08,Detergent Powder 1kg,Home,2026-01-13,32.5
S03,P08,Detergent Powder 1kg,Home,2026-01-14,32.5
