date,store_id,store_name,region,product_id,product_name,category,units_sold,on_promotion,stockout_flag,unit_price_inr,revenue_inr
2024-01-02,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,109,1,0,205.15,22361.35
2024-01-02,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,73,0,0,693.81,50648.13
2024-01-02,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,47,0,0,104.29,4901.63
2024-01-02,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,67,0,0,193.18,12943.06
2024-01-02,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,32,0,0,157.42,5037.44
2024-01-02,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,30,0,0,130.62,3918.6
2024-01-02,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,110,1,0,55.84,6142.4
2024-01-02,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,35,0,0,213.04,7456.4
2024-01-02,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,47,0,0,207.58,9756.26
2024-01-02,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,47,0,0,710.16,33377.52
2024-01-02,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,38,0,0,100.88,3833.44
2024-01-02,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,66,0,0,194.83,12858.78
2024-01-02,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,18,0,0,142.99,2573.82
2024-01-02,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,30,0,0,127.01,3810.3
2024-01-02,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,66,0,0,54.99,3629.34
2024-01-02,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,28,0,0,227.79,6378.12
2024-01-03,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,54,0,0,206.07,11127.78
2024-01-03,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,77,0,0,651.95,50200.15
2024-01-03,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,38,0,0,102.99,3913.62
2024-01-03,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,61,0,0,173.6,10589.6
2024-01-03,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,22,0,0,137.17,3017.74
2024-01-03,S01,Chennai Central,South,P06,LED Bulb 9W,Home,50,1,0,108.61,5430.5
2024-01-03,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,85,0,0,63.95,5435.75
2024-01-03,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,35,0,0,222.31,7780.85
2024-01-03,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,48,0,0,216.6,10396.8
2024-01-03,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,73,0,0,654.06,47746.38
2024-01-03,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,45,0,0,88.87,3999.15
2024-01-03,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,65,0,0,188.36,12243.4
2024-01-03,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,23,0,0,135.19,3109.37
2024-01-03,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,26,0,0,111.88,2908.88
2024-01-03,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,63,0,0,55.88,3520.44
2024-01-03,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,36,0,0,203.45,7324.2
2024-01-03,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,42,0,0,231.17,9709.14
2024-01-03,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,81,0,0,689.53,55851.93
2024-01-03,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,33,0,0,95.39,3147.87
2024-01-03,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,55,0,0,181.26,9969.3
2024-01-03,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,21,0,0,145.61,3057.81
2024-01-03,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,28,0,0,109.73,3072.44
2024-01-03,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,52,0,0,61.19,3181.88
2024-01-03,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,32,0,0,190.62,6099.84
2024-01-04,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,60,0,0,217.01,13020.6
2024-01-04,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,58,0,0,687.61,39881.38
2024-01-04,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,41,0,0,94.21,3862.61
2024-01-04,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,59,0,0,178.58,10536.22
2024-01-04,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,26,0,0,136.75,3555.5
2024-01-04,S01,Chennai Central,South,P06,LED Bulb 9W,Home,32,0,0,114.05,3649.6
2024-01-04,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,71,0,0,55.27,3924.17
2024-01-04,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,35,0,0,224.34,7851.9
2024-01-04,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,56,0,0,202.17,11321.52
2024-01-04,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,71,0,0,598.09,42464.39
2024-01-04,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,53,0,0,102.09,5410.77
2024-01-04,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,64,0,0,177.53,11361.92
2024-01-04,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,24,0,0,143.07,3433.68
2024-01-04,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,37,0,0,110.58,4091.46
2024-01-04,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,55,0,0,64.72,3559.6
2024-01-04,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,36,0,0,229.75,8271.0
2024-01-04,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,63,1,0,237.13,14939.19
2024-01-04,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,67,0,0,671.3,44977.1
2024-01-04,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,38,0,0,101.71,3864.98
2024-01-04,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,49,0,0,192.04,9409.96
2024-01-04,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,21,0,0,144.64,3037.44
2024-01-04,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,27,0,0,121.43,3278.61
2024-01-04,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,54,0,0,65.23,3522.42
2024-01-04,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,28,0,0,207.02,5796.56
2024-01-05,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,50,0,0,214.12,10706.0
2024-01-05,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,58,0,0,708.87,41114.46
2024-01-05,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,39,0,0,90.06,3512.34
2024-01-05,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,61,0,0,197.6,12053.6
2024-01-05,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,26,0,0,159.34,4142.84
2024-01-05,S01,Chennai Central,South,P06,LED Bulb 9W,Home,31,0,0,114.57,3551.67
2024-01-05,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,77,0,0,63.59,4896.43
2024-01-05,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,81,1,0,207.16,16779.96
2024-01-05,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,57,0,0,221.12,12603.84
2024-01-05,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,85,0,0,701.88,59659.8
2024-01-05,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,29,0,0,92.44,2680.76
2024-01-05,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,49,0,0,185.69,9098.81
2024-01-05,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,22,0,0,142.92,3144.24
2024-01-05,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,28,0,0,116.68,3267.04
2024-01-05,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,73,0,0,65.98,4816.54
2024-01-05,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,38,0,0,198.06,7526.28
2024-01-05,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,60,0,0,222.9,13374.0
2024-01-05,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,70,0,0,685.18,47962.6
2024-01-05,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,33,0,0,95.47,3150.51
2024-01-05,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,55,0,0,164.03,9021.65
2024-01-05,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,22,0,0,136.21,2996.62
2024-01-05,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,29,0,0,117.54,3408.66
2024-01-05,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,102,1,0,60.84,6205.68
2024-01-05,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,28,0,0,217.94,6102.32
2024-01-06,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,73,0,0,206.79,15095.67
2024-01-06,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,87,0,0,698.92,60806.04
2024-01-06,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,53,0,0,96.56,5117.68
2024-01-06,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,81,0,0,177.87,14407.47
2024-01-06,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,33,0,0,144.18,4757.94
2024-01-06,S01,Chennai Central,South,P06,LED Bulb 9W,Home,38,0,0,113.7,4320.6
2024-01-06,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,97,0,0,60.93,5910.21
2024-01-06,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,48,0,0,198.88,9546.24
2024-01-06,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,71,0,0,216.71,15386.41
2024-01-06,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,78,0,0,598.87,46711.86
2024-01-06,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,51,0,0,94.36,4812.36
2024-01-06,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,59,0,0,184.26,10871.34
2024-01-06,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,28,0,0,145.05,4061.4
2024-01-06,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,38,0,0,119.92,4556.96
2024-01-06,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,92,0,0,65.38,6014.96
2024-01-06,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,41,0,0,194.75,7984.75
2024-01-06,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,61,0,0,200.67,12240.87
2024-01-06,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,159,1,0,680.29,108166.11
2024-01-06,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,68,1,0,90.95,6184.6
2024-01-06,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,72,0,0,187.58,13505.76
2024-01-06,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,28,0,0,150.03,4200.84
2024-01-06,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,38,0,0,115.74,4398.12
2024-01-06,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,74,0,0,60.98,4512.52
2024-01-06,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,45,0,0,208.69,9391.05
2024-01-07,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,66,0,0,205.5,13563.0
2024-01-07,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,63,0,0,656.94,41387.22
2024-01-07,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,51,0,0,98.12,5004.12
2024-01-07,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,68,0,0,163.22,11098.96
2024-01-07,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,35,0,0,142.76,4996.6
2024-01-07,S01,Chennai Central,South,P06,LED Bulb 9W,Home,37,0,0,126.53,4681.61
2024-01-07,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,100,0,0,61.87,6187.0
2024-01-07,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,42,0,0,216.4,9088.8
2024-01-07,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,63,0,0,228.48,14394.24
2024-01-07,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,114,0,0,682.47,77801.58
2024-01-07,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,60,0,0,99.81,5988.6
2024-01-07,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,54,0,0,179.03,9667.62
2024-01-07,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,26,0,0,152.85,3974.1
2024-01-07,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,37,0,0,110.74,4097.38
2024-01-07,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,70,0,0,60.84,4258.8
2024-01-07,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,35,0,0,217.02,7595.7
2024-01-07,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,55,0,0,204.36,11239.8
2024-01-07,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,94,0,0,712.16,66943.04
2024-01-07,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,39,0,0,93.51,3646.89
2024-01-07,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,70,0,0,188.49,13194.3
2024-01-07,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,31,0,0,162.87,5048.97
2024-01-07,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,28,0,0,110.38,3090.64
2024-01-07,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,55,0,0,56.82,3125.1
2024-01-07,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,36,0,0,228.3,8218.8
2024-01-08,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,57,0,0,240.49,13707.93
2024-01-08,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,72,0,0,693.93,49962.96
2024-01-08,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,35,0,0,102.83,3599.05
2024-01-08,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,54,0,0,178.89,9660.06
2024-01-08,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,21,0,0,152.66,3205.86
2024-01-08,S01,Chennai Central,South,P06,LED Bulb 9W,Home,31,0,0,111.63,3460.53
2024-01-08,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,84,0,0,61.16,5137.44
2024-01-08,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,40,0,0,215.73,8629.2
2024-01-08,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,51,0,0,220.72,11256.72
2024-01-08,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,82,0,0,633.46,51943.72
2024-01-08,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,35,0,0,100.72,3525.2
2024-01-08,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,57,0,0,172.54,9834.78
2024-01-08,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,41,1,0,148.4,6084.4
2024-01-08,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,33,0,0,121.96,4024.68
2024-01-08,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,69,0,0,62.94,4342.86
2024-01-08,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,31,0,0,202.65,6282.15
2024-01-08,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,57,0,0,227.23,12952.11
2024-01-08,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,75,0,0,709.1,53182.5
2024-01-08,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,39,0,0,103.36,4031.04
2024-01-08,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,57,0,0,184.85,10536.45
2024-01-08,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,27,0,0,140.26,3787.02
2024-01-08,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,28,0,0,112.33,3145.24
2024-01-08,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,58,0,0,64.66,3750.28
2024-01-08,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,37,0,0,205.48,7602.76
2024-01-09,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,52,0,0,217.37,11303.24
2024-01-09,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,66,0,0,642.1,42378.6
2024-01-09,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,42,0,0,86.03,3613.26
2024-01-09,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,50,0,0,167.24,8362.0
2024-01-09,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,27,0,0,149.64,4040.28
2024-01-09,S01,Chennai Central,South,P06,LED Bulb 9W,Home,29,0,0,119.63,3469.27
2024-01-09,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,55,0,0,54.35,2989.25
2024-01-09,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,38,0,0,214.84,8163.92
2024-01-09,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,63,0,0,203.66,12830.58
2024-01-09,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,76,0,0,694.22,52760.72
2024-01-09,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,45,0,0,89.06,4007.7
2024-01-09,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,69,0,0,168.48,11625.12
2024-01-09,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,25,0,0,159.87,3996.75
2024-01-09,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,30,0,0,122.34,3670.2
2024-01-09,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,56,0,0,62.06,3475.36
2024-01-09,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,37,0,0,196.36,7265.32
2024-01-09,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,47,0,0,200.23,9410.81
2024-01-09,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,82,0,0,710.13,58230.66
2024-01-09,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,36,0,0,93.06,3350.16
2024-01-09,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,65,0,0,187.32,12175.8
2024-01-09,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,18,0,0,161.82,2912.76
2024-01-09,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,31,0,0,117.28,3635.68
2024-01-09,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,57,0,0,57.96,3303.72
2024-01-09,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,29,0,0,207.07,6005.03
2024-01-10,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,54,0,0,199.51,10773.54
2024-01-10,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,73,0,0,675.21,49290.33
2024-01-10,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,45,0,0,97.44,4384.8
2024-01-10,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,106,1,0,165.85,17580.1
2024-01-10,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,29,0,0,142.46,4131.34
2024-01-10,S01,Chennai Central,South,P06,LED Bulb 9W,Home,32,0,0,121.77,3896.64
2024-01-10,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,68,0,0,60.01,4080.68
2024-01-10,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,36,0,0,221.36,7968.96
2024-01-10,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,48,0,0,201.26,9660.48
2024-01-10,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,72,0,0,656.54,47270.88
2024-01-10,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,44,0,0,92.18,4055.92
2024-01-10,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,58,0,0,196.31,11385.98
2024-01-10,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,25,0,0,162.98,4074.5
2024-01-10,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,29,0,0,131.79,3821.91
2024-01-10,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,63,0,0,61.28,3860.64
2024-01-10,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,16,0,1,194.71,3115.36
2024-01-10,S03,Bengaluru East,South,P01,Instant Coffee 200g,Beverages,56,0,0,210.06,11763.36
2024-01-10,S03,Bengaluru East,South,P02,Basmati Rice 5kg,Staples,56,0,0,620.56,34751.36
2024-01-10,S03,Bengaluru East,South,P03,Toothpaste 150g,Personal Care,30,0,0,90.74,2722.2
2024-01-10,S03,Bengaluru East,South,P04,Cooking Oil 1L,Staples,53,0,0,185.45,9828.85
2024-01-10,S03,Bengaluru East,South,P05,Notebook A4 (Pack of 5),Stationery,18,0,0,143.29,2579.22
2024-01-10,S03,Bengaluru East,South,P06,LED Bulb 9W,Home,43,1,0,110.32,4743.76
2024-01-10,S03,Bengaluru East,South,P07,Biscuits Family Pack,Snacks,59,0,0,60.66,3578.94
2024-01-10,S03,Bengaluru East,South,P08,Detergent Powder 1kg,Home,38,0,0,223.94,8509.72
2024-01-11,S01,Chennai Central,South,P01,Instant Coffee 200g,Beverages,62,0,0,220.88,13694.56
2024-01-11,S01,Chennai Central,South,P02,Basmati Rice 5kg,Staples,61,0,0,606.49,36995.89
2024-01-11,S01,Chennai Central,South,P03,Toothpaste 150g,Personal Care,37,0,0,87.17,3225.29
2024-01-11,S01,Chennai Central,South,P04,Cooking Oil 1L,Staples,66,0,0,183.13,12086.58
2024-01-11,S01,Chennai Central,South,P05,Notebook A4 (Pack of 5),Stationery,23,0,0,135.85,3124.55
2024-01-11,S01,Chennai Central,South,P06,LED Bulb 9W,Home,29,0,0,116.68,3383.72
2024-01-11,S01,Chennai Central,South,P07,Biscuits Family Pack,Snacks,51,0,0,59.57,3038.07
2024-01-11,S01,Chennai Central,South,P08,Detergent Powder 1kg,Home,40,0,0,226.77,9070.8
2024-01-11,S02,Coimbatore Hub,South,P01,Instant Coffee 200g,Beverages,44,0,0,227.47,10008.68
2024-01-11,S02,Coimbatore Hub,South,P02,Basmati Rice 5kg,Staples,74,0,0,704.35,52121.9
2024-01-11,S02,Coimbatore Hub,South,P03,Toothpaste 150g,Personal Care,44,0,0,91.52,4026.88
2024-01-11,S02,Coimbatore Hub,South,P04,Cooking Oil 1L,Staples,57,0,0,189.33,10791.81
2024-01-11,S02,Coimbatore Hub,South,P05,Notebook A4 (Pack of 5),Stationery,29,0,0,156.8,4547.2
2024-01-11,S02,Coimbatore Hub,South,P06,LED Bulb 9W,Home,27,0,0,111.51,3010.77
2024-01-11,S02,Coimbatore Hub,South,P07,Biscuits Family Pack,Snacks,69,0,0,59.1,4077.9
2024-01-11,S02,Coimbatore Hub,South,P08,Detergent Powder 1kg,Home,31,0,0,215.08,6667.48
